age,age_diff,height,height_diff,reach,reach_diff,stance,stance_diff,weight,weight_diff,won,won_diff,lost,lost_diff,drawn,drawn_diff,kos,kos_diff,result,decision,judge1,judge1_diff,judge2,judge2_diff,judge3,judge3_diff
29.0,7.0,170.0,-9.0,170.0,-15.0,orthodox,orthodox,135.0,1.0,36,20,3,3,0,0,26,11.0,loss,UD,111.0,-5.0,111.0,-5.0,110.0,-7.0
20.0,-6.0,179.0,9.0,185.0,7.0,orthodox,orthodox,135.0,0.0,9,-1,0,-4,0,-3,8,6.0,win,RTD,,,,,,
37.0,8.0,165.0,0.0,173.0,3.0,orthodox,orthodox,130.0,0.0,38,8,3,1,2,0,27,13.0,win,TKO,48.0,2.0,48.0,2.0,49.0,3.0
25.0,-12.0,170.0,5.0,175.0,2.0,orthodox,orthodox,130.0,0.0,41,4,2,-1,0,-2,23,-3.0,loss,TKO,36.0,-2.0,35.0,-4.0,36.0,-2.0
34.0,12.0,165.0,-5.0,173.0,-2.0,orthodox,orthodox,129.0,1.0,36,3,2,1,1,1,26,10.0,win,MD,115.0,1.0,115.0,0.0,115.0,2.0
26.0,-5.0,168.0,3.0,175.0,2.0,southpaw,southpaw,134.0,-1.0,21,-11,1,0,0,0,12,-12.0,win,UD,116.0,2.0,115.0,2.0,116.0,5.0
24.0,1.0,165.0,-3.0,173.0,0.0,orthodox,orthodox,124.0,-2.0,13,-30,0,-1,0,-1,10,-21.0,loss,TKO,131.0,-4.0,133.0,1.0,131.0,-3.0
31.0,-1.0,198.0,10.0,206.0,13.0,orthodox,orthodox,238.0,19.0,49,27,3,3,0,-1,43,26.0,win,UD,119.0,9.0,117.0,6.0,118.0,8.0
29.0,4.0,198.0,10.0,206.0,10.0,orthodox,orthodox,244.0,1.0,44,20,3,3,0,0,39,18.0,win,UD,114.0,3.0,114.0,3.0,114.0,3.0
28.0,-8.0,198.0,5.0,206.0,3.0,orthodox,orthodox,244.0,26.0,42,22,3,1,0,0,38,21.0,win,TD,49.0,3.0,47.0,-1.0,49.0,3.0
30.0,2.0,188.0,-10.0,196.0,-10.0,orthodox,orthodox,243.0,17.0,29,-13,2,0,0,0,26,-12.0,win,TKO,,,,,,
26.0,-6.0,198.0,0.0,206.0,-2.0,orthodox,orthodox,241.0,-22.0,39,11,1,-1,0,-3,35,19.0,win,RTD,98.0,7.0,99.0,9.0,99.0,9.0
26.0,-15.0,198.0,13.0,206.0,10.0,orthodox,orthodox,243.0,15.0,38,8,1,-3,0,-1,34,12.0,win,TKO,,,,,,
25.0,-3.0,198.0,7.0,206.0,3.0,orthodox,orthodox,241.0,7.0,36,19,1,0,0,0,32,23.0,win,TKO,50.0,7.0,50.0,7.0,50.0,7.0
23.0,-12.0,198.0,13.0,206.0,5.0,orthodox,orthodox,236.0,2.0,29,-13,1,-7,0,0,26,-12.0,win,KO,,,,,,
22.0,-3.0,198.0,10.0,206.0,18.0,orthodox,orthodox,228.0,-13.0,18,-7,0,-1,0,0,15,-6.0,win,KO,,,,,,
21.0,-7.0,198.0,5.0,206.0,10.0,orthodox,orthodox,228.0,-28.0,16,1,0,-1,0,0,14,6.0,win,KO,,,,,,
35.0,10.0,171.0,0.0,183.0,5.0,orthodox,orthodox,147.0,2.0,81,39,6,3,0,-1,54,20.0,loss,TKO,,,,,,
33.0,7.0,171.0,2.0,183.0,13.0,orthodox,orthodox,147.0,2.0,76,36,5,3,0,-1,52,26.0,win,UD,,,70.0,3.0,,
25.0,-3.0,171.0,6.0,183.0,10.0,orthodox,orthodox,140.0,0.0,40,1,3,-7,0,-1,23,12.0,win,UD,,,,,,
24.0,0.0,181.0,8.0,193.0,13.0,orthodox,orthodox,158.0,2.0,40,21,3,-1,6,6,28,14.0,draw,PTS,,,,,,
30.0,6.0,170.0,-5.0,178.0,5.0,orthodox,orthodox,135.0,0.0,50,3,5,1,1,0,22,-8.0,win,UD,,,10.0,6.0,11.0,8.0
27.0,-5.0,170.0,5.0,178.0,13.0,orthodox,orthodox,135.0,0.0,43,-35,4,-7,0,-2,17,1.0,win,UD,,,148.0,4.0,147.0,4.0
27.0,-1.0,170.0,3.0,178.0,5.0,orthodox,orthodox,135.0,0.0,42,-29,4,-14,0,-2,16,-11.0,win,TKO,,,62.0,4.0,61.0,2.0
39.0,-11.0,169.0,-1.0,175.0,7.0,southpaw,southpaw,162.0,3.0,73,-30,4,-11,2,2,35,-35.0,win,UD,114.0,2.0,118.0,10.0,118.0,10.0
27.0,-20.0,175.0,5.0,184.0,16.0,orthodox,orthodox,159.0,-1.0,25,-76,1,-12,1,1,19,-51.0,win,TKO,,,,,,
45.0,16.0,170.0,-3.0,168.0,-7.0,orthodox,orthodox,166.0,-1.0,98,-3,13,8,0,-2,70,0.0,win,UD,,,,,,
45.0,11.0,170.0,1.0,168.0,-7.0,orthodox,orthodox,157.0,-3.0,96,38,11,8,0,-1,68,40.0,loss,UD,113.0,-2.0,113.0,-3.0,111.0,-6.0
43.0,13.0,170.0,-8.0,168.0,-10.0,orthodox,orthodox,168.0,6.0,93,77,11,11,0,0,66,53.0,win,TKO,,,,,,
43.0,16.0,170.0,-3.0,168.0,-5.0,orthodox,orthodox,167.0,1.0,92,67,10,6,0,0,65,55.0,win,TKO,,,,,,
42.0,21.0,170.0,-7.0,168.0,-15.0,orthodox,orthodox,163.0,5.0,89,70,9,8,0,0,63,54.0,win,TKO,,,,,,
38.0,5.0,170.0,-8.0,168.0,-20.0,orthodox,orthodox,158.0,-2.0,85,50,7,6,0,-1,61,36.0,loss,UD,109.0,-10.0,111.0,-5.0,110.0,-10.0
31.0,6.0,170.0,-3.0,168.0,-10.0,orthodox,orthodox,152.0,3.0,75,46,4,-4,0,0,56,30.0,win,TKO,,,,,,
24.0,-5.0,178.0,8.0,188.0,20.0,orthodox,orthodox,146.0,0.0,27,-45,1,0,0,0,18,-38.0,win,TKO,68.0,2.0,68.0,2.0,67.0,1.0
21.0,-6.0,170.0,-5.0,168.0,-10.0,orthodox,orthodox,135.0,0.0,31,5,1,-4,0,-1,27,14.0,win,KO,,,,,,
34.0,2.0,184.0,5.0,188.0,13.0,orthodox,orthodox,212.0,19.0,53,2,5,-10,10,-6,25,-9.0,win,DQ,,,,,,
35.0,3.0,183.0,-1.0,194.0,6.0,orthodox,orthodox,208.0,-19.0,19,-33,0,-5,2,-8,16,-8.0,loss,TKO,,,,,,
31.0,8.0,184.0,-1.0,188.0,-5.0,orthodox,orthodox,209.0,18.0,50,31,5,4,10,10,23,7.0,win,NWS,,,,,,
28.0,5.0,184.0,-1.0,188.0,-6.0,orthodox,orthodox,185.0,11.0,42,37,5,2,9,8,18,15.0,win,TKO,,,,,,
27.0,1.0,184.0,6.0,188.0,0.0,orthodox,orthodox,205.0,20.0,34,25,5,-2,7,6,15,11.0,win,PTS,,,,,,
26.0,7.0,184.0,5.0,188.0,-3.0,orthodox,orthodox,190.0,-17.0,18,10,3,1,6,6,8,0.0,win,KO,,,,,,
25.0,1.0,184.0,-8.0,188.0,-13.0,orthodox,orthodox,180.0,-30.0,16,-9,3,-4,6,-4,8,-3.0,win,PTS,,,,,,
24.0,3.0,184.0,-8.0,188.0,-16.0,orthodox,orthodox,180.0,-23.0,10,-5,3,2,6,5,7,-3.0,win,PTS,,,,,,
24.0,-1.0,184.0,2.0,188.0,-9.0,orthodox,orthodox,185.0,30.0,8,-23,3,0,6,3,7,-18.0,win,PTS,,,,,,
22.0,1.0,184.0,-5.0,188.0,-15.0,orthodox,orthodox,168.0,-7.0,3,3,1,0,0,-1,3,3.0,win,DQ,,,,,,
36.0,15.0,171.0,0.0,183.0,8.0,orthodox,orthodox,158.0,0.0,79,53,16,15,1,0,21,10.0,loss,UD,,,2.0,-5.0,2.0,-6.0
36.0,5.0,171.0,-2.0,183.0,3.0,orthodox,orthodox,160.0,0.0,78,29,16,3,1,0,21,-21.0,win,MD,,,48.0,5.0,45.0,0.0
35.0,13.0,171.0,-7.0,183.0,-4.0,orthodox,orthodox,157.0,-2.0,77,35,14,12,1,0,21,-16.0,loss,UD,,,54.0,-5.0,54.0,-5.0
33.0,9.0,171.0,3.0,183.0,9.0,orthodox,orthodox,154.0,2.0,71,55,12,12,0,-1,21,9.0,win,UD,,,9.0,8.0,9.0,8.0
32.0,-8.0,171.0,-2.0,183.0,3.0,orthodox,orthodox,157.0,-10.0,63,3,11,-7,0,-3,20,-7.0,win,UD,,,7.0,5.0,8.0,6.0
28.0,0.0,171.0,-7.0,183.0,-2.0,orthodox,orthodox,152.0,-8.0,51,6,7,4,0,0,18,10.0,win,UD,,,8.0,2.0,8.0,1.0
26.0,-3.0,171.0,3.0,183.0,13.0,orthodox,orthodox,145.0,0.0,42,-6,5,-6,0,-1,15,-12.0,win,TKO,,,,,,
22.0,2.0,171.0,-3.0,183.0,0.0,orthodox,orthodox,151.0,0.0,17,-7,1,-1,0,0,6,-1.0,loss,SD,,,98.0,-2.0,99.0,3.0
22.0,2.0,171.0,-3.0,183.0,0.0,orthodox,orthodox,150.0,0.0,16,-8,1,0,0,0,6,-1.0,win,SD,,,5.0,1.0,5.0,1.0
33.0,7.0,169.0,-2.0,180.0,8.0,orthodox,orthodox,132.0,0.0,157,114,10,-4,21,6,100,74.0,loss,KO,,,,,,
32.0,9.0,169.0,9.0,180.0,12.0,orthodox,orthodox,132.0,-1.0,151,113,10,1,21,1,95,77.0,win,KO,,,,,,
31.0,10.0,169.0,-4.0,180.0,3.0,orthodox,orthodox,135.0,-7.0,148,113,9,4,20,16,95,83.0,loss,NWS,,,,,,
29.0,-2.0,169.0,13.0,180.0,15.0,orthodox,orthodox,137.0,-3.0,144,57,9,-7,18,0,93,40.0,draw,PTS,,,,,,
27.0,5.0,169.0,1.0,180.0,2.0,orthodox,orthodox,133.0,0.0,123,120,7,6,15,15,81,80.0,win,TKO,,,,,,
20.0,-6.0,160.0,-9.0,165.0,-15.0,orthodox,orthodox,133.0,9.0,52,-42,2,-4,4,-10,36,-23.0,win,KO,,,,,,
41.0,2.0,185.0,-2.0,198.0,6.0,orthodox,orthodox,191.0,3.0,59,32,4,-10,1,1,46,21.0,loss,RTD,,,,,,
35.0,5.0,185.0,5.0,198.0,2.0,orthodox,orthodox,184.0,-2.0,52,33,4,2,1,0,42,24.0,win,UD,115.0,2.0,117.0,13.0,115.0,5.0
35.0,5.0,185.0,8.0,198.0,10.0,orthodox,orthodox,184.0,0.0,51,32,4,0,1,1,41,33.0,win,TKO,,,,,,
27.0,-5.0,184.0,-1.0,196.0,-2.0,orthodox,orthodox,174.0,1.0,30,-19,0,-3,0,-1,18,-22.0,loss,UD,112.0,-4.0,113.0,-2.0,113.0,-2.0
29.0,1.0,185.0,0.0,198.0,10.0,orthodox,orthodox,160.0,0.0,45,21,2,-2,0,0,38,23.0,loss,TKO,20.0,2.0,20.0,2.0,20.0,2.0
27.0,1.0,185.0,0.0,198.0,0.0,orthodox,orthodox,160.0,0.0,40,18,2,2,0,0,34,18.0,win,KO,,,,,,
25.0,3.0,178.0,-7.0,188.0,-10.0,orthodox,orthodox,145.0,-1.0,30,-2,1,1,0,0,21,-9.0,win,TKO,122.0,-3.0,121.0,-4.0,122.0,-2.0
25.0,0.0,177.0,-3.0,191.0,-2.0,southpaw,southpaw,160.0,0.0,48,-3,2,-13,2,2,40,8.0,win,UD,97.0,4.0,97.0,2.0,97.0,3.0
23.0,-5.0,164.0,1.0,178.0,13.0,orthodox,orthodox,135.0,0.0,65,-60,5,-13,6,-2,22,-19.0,win,UD,,,13.0,11.0,,
27.0,-1.0,163.0,-5.0,165.0,-5.0,orthodox,orthodox,137.0,-8.0,122,69,17,6,8,5,39,18.0,loss,UD,,,,,,
26.0,-2.0,163.0,-2.0,165.0,-5.0,orthodox,orthodox,135.0,-1.0,113,32,16,2,8,-4,35,11.0,win,PTS,,,,,,
25.0,5.0,163.0,-1.0,165.0,-9.0,orthodox,orthodox,131.0,-1.0,102,40,14,6,8,-1,32,18.0,win,PTS,,,,,,
25.0,2.0,163.0,-5.0,165.0,0.0,orthodox,orthodox,133.0,3.0,97,4,14,9,8,7,30,-10.0,win,KO,,,,,,
24.0,1.0,163.0,0.0,165.0,-5.0,orthodox,orthodox,133.0,-3.0,95,36,11,6,8,1,30,26.0,loss,PTS,,,,,,
18.0,-5.0,163.0,-3.0,165.0,-3.0,orthodox,orthodox,117.0,-1.0,34,-53,1,-15,4,-8,9,-16.0,draw,PTS,,,,,,
35.0,9.0,165.0,-3.0,165.0,-8.0,orthodox,orthodox,107.0,0.0,50,33,0,-2,1,-1,37,28.0,win,KO,68.0,4.0,68.0,4.0,70.0,8.0
29.0,-4.0,163.0,-2.0,168.0,3.0,orthodox,orthodox,108.0,1.0,14,-34,1,1,1,0,6,-30.0,loss,UD,110.0,-8.0,112.0,-4.0,111.0,-6.0
31.0,7.0,165.0,6.0,165.0,2.0,orthodox,orthodox,105.0,0.0,46,21,0,-1,0,0,35,17.0,win,TKO,40.0,7.0,40.0,6.0,40.0,6.0
28.0,3.0,165.0,8.0,165.0,5.0,orthodox,orthodox,104.0,-1.0,40,10,0,-2,0,0,30,11.0,win,TKO,110.0,11.0,110.0,11.0,110.0,12.0
27.0,3.0,165.0,0.0,165.0,-10.0,orthodox,orthodox,105.0,1.0,36,15,0,0,0,0,27,13.0,win,UD,117.0,7.0,119.0,10.0,117.0,7.0
40.0,14.0,182.0,0.0,182.0,-15.0,orthodox,orthodox,168.0,0.0,64,27,9,5,13,10,56,28.0,win,PTS,,,,,,
39.0,12.0,182.0,-1.0,182.0,-12.0,orthodox,orthodox,172.0,-47.0,60,44,8,8,13,11,53,40.0,loss,KO,,,,,,
37.0,9.0,182.0,-6.0,182.0,-17.0,orthodox,orthodox,158.0,-37.0,58,31,8,3,13,11,51,36.0,win,KO,,,,,,
36.0,12.0,182.0,-1.0,182.0,-12.0,orthodox,orthodox,167.0,-39.0,55,45,7,7,13,11,48,40.0,loss,KO,,,,,,
30.0,-3.0,185.0,3.0,185.0,3.0,orthodox,orthodox,167.0,-17.0,10,-43,0,-7,3,-10,4,-42.0,loss,KO,,,,,,
32.0,6.0,182.0,0.0,182.0,-6.0,orthodox,orthodox,165.0,-15.0,52,-52,6,2,13,11,45,-36.0,win,KO,,,,,,
28.0,6.0,182.0,0.0,182.0,-6.0,orthodox,orthodox,165.0,-13.0,25,-18,6,4,11,11,19,-10.0,win,RTD,,,,,,
25.0,-1.0,165.0,8.0,175.0,15.0,orthodox,orthodox,136.0,2.0,151,58,20,2,7,-6,61,29.0,win,NWS,,,,,,
22.0,-10.0,165.0,-8.0,175.0,-3.0,orthodox,orthodox,138.0,-3.0,109,-34,19,-15,6,-20,44,21.0,win,NWS,,,,,,
21.0,-11.0,165.0,-8.0,175.0,-3.0,orthodox,orthodox,133.0,-6.0,94,-36,19,-13,6,-19,39,17.0,win,NWS,,,,,,
21.0,-7.0,165.0,0.0,175.0,2.0,orthodox,orthodox,133.0,7.0,87,-9,19,9,6,-9,33,14.0,win,TKO,,,,,,
20.0,-2.0,165.0,1.0,175.0,15.0,orthodox,orthodox,136.0,9.0,65,-25,17,-3,5,-17,23,14.0,draw,NWS,,,,,,
19.0,-7.0,165.0,0.0,175.0,2.0,orthodox,orthodox,130.0,2.0,46,-26,16,9,4,-9,16,1.0,loss,NWS,,,,,,
18.0,-3.0,165.0,1.0,175.0,15.0,orthodox,orthodox,133.0,3.0,44,-23,15,-3,4,-16,16,8.0,loss,NWS,,,,,,
37.0,2.0,170.0,0.0,175.0,5.0,southpaw,southpaw,135.0,0.0,36,-12,3,-1,1,0,22,-13.0,loss,TKO,93.0,-4.0,95.0,0.0,95.0,0.0
34.0,7.0,170.0,5.0,170.0,-5.0,orthodox,orthodox,128.0,-1.0,47,20,3,0,1,1,35,16.0,win,UD,120.0,12.0,118.0,8.0,117.0,6.0
33.0,0.0,170.0,2.0,170.0,-8.0,orthodox,orthodox,129.0,-1.0,46,-17,3,-1,1,1,35,-7.0,win,UD,116.0,5.0,116.0,5.0,118.0,9.0
26.0,-6.0,169.0,-1.0,175.0,5.0,orthodox,orthodox,125.0,0.0,36,-8,0,-2,1,0,20,-13.0,win,UD,116.0,6.0,117.0,6.0,116.0,4.0
31.0,-3.0,170.0,-5.0,170.0,-18.0,orthodox,orthodox,125.0,-1.0,43,6,2,-2,1,-2,33,7.0,win,UD,119.0,11.0,118.0,9.0,120.0,13.0
28.0,0.0,170.0,-3.0,170.0,-5.0,orthodox,orthodox,125.0,0.0,37,17,2,1,0,0,29,19.0,win,RTD,,,,,,
27.0,-2.0,170.0,2.0,170.0,-3.0,orthodox,orthodox,125.0,0.0,35,10,2,-3,0,-1,27,11.0,win,RTD,,,,,,
27.0,-6.0,170.0,2.0,170.0,0.0,orthodox,orthodox,127.0,-2.0,33,8,2,-3,0,0,25,6.0,win,TKO,,,,,,
25.0,-3.0,170.0,7.0,170.0,2.0,orthodox,orthodox,127.0,-3.0,28,5,1,-10,0,0,21,3.0,win,KO,,,,,,
24.0,-2.0,170.0,2.0,170.0,5.0,orthodox,orthodox,124.0,-1.0,25,-6,1,-7,0,-1,18,-8.0,win,TKO,,,,,,
24.0,-3.0,170.0,-10.0,170.0,-10.0,orthodox,orthodox,126.0,-1.0,23,14,1,-1,0,-2,16,11.0,win,TKO,,,,,,
24.0,-5.0,170.0,5.0,170.0,2.0,orthodox,orthodox,125.0,0.0,22,0,1,-4,0,0,16,3.0,win,UD,,,,,,
23.0,-4.0,170.0,8.0,170.0,7.0,orthodox,orthodox,125.0,-1.0,19,-1,1,-4,0,-2,14,3.0,win,UD,120.0,13.0,117.0,7.0,119.0,11.0
21.0,-2.0,170.0,0.0,170.0,-3.0,orthodox,orthodox,124.0,-2.0,7,6,1,-5,0,0,5,4.0,win,TKO,,,,,,
42.0,17.0,178.0,-6.0,183.0,-9.0,orthodox,orthodox,142.0,1.0,77,60,7,4,0,-1,62,51.0,loss,UD,94.0,-1.0,94.0,-1.0,91.0,-7.0
29.0,-4.0,174.0,-4.0,180.0,-3.0,orthodox,orthodox,143.0,-1.0,31,-44,1,-6,0,0,18,-43.0,loss,TKO,30.0,3.0,30.0,3.0,30.0,3.0
27.0,-4.0,168.0,-10.0,175.0,-8.0,orthodox,orthodox,139.0,-1.0,33,-41,0,-6,0,0,31,-29.0,win,KO,85.0,2.0,87.0,5.0,86.0,3.0
28.0,5.0,178.0,13.0,183.0,17.0,orthodox,orthodox,130.0,0.0,62,26,5,-1,0,-3,51,32.0,win,RTD,40.0,3.0,40.0,3.0,39.0,2.0
27.0,2.0,178.0,7.0,183.0,15.0,orthodox,orthodox,130.0,1.0,58,15,5,-3,0,-2,48,16.0,win,TKO,,,7.0,5.0,7.0,6.0
22.0,-1.0,178.0,21.0,183.0,23.0,orthodox,orthodox,126.0,2.0,32,-3,4,-1,0,-4,27,2.0,win,KO,,,,,,
32.0,5.0,170.0,-9.0,170.0,-12.0,orthodox,orthodox,176.0,-2.0,123,-53,20,-15,5,-18,56,43.0,win,PTS,,,,,,
31.0,9.0,170.0,0.0,170.0,-13.0,orthodox,orthodox,170.0,9.0,120,48,18,6,3,2,54,11.0,loss,PTS,,,,,,
26.0,-5.0,185.0,15.0,193.0,23.0,orthodox,orthodox,174.0,-14.0,44,-74,5,-12,3,0,30,-23.0,win,TKO,,,,,,
30.0,9.0,170.0,-10.0,170.0,-18.0,orthodox,orthodox,172.0,-23.0,115,74,16,0,3,-1,52,30.0,win,SD,,,,,,
28.0,0.0,170.0,-10.0,170.0,-15.0,orthodox,orthodox,164.0,-11.0,97,47,16,2,2,-5,40,23.0,win,PTS,,,,,,
26.0,4.0,170.0,-4.0,170.0,-3.0,orthodox,orthodox,158.0,3.0,87,28,15,2,2,-11,36,15.0,win,SD,,,,,,
24.0,1.0,170.0,-1.0,170.0,-3.0,orthodox,orthodox,144.0,-2.0,74,4,13,-3,2,-2,31,12.0,loss,UD,,,,,,
24.0,-2.0,170.0,0.0,170.0,-5.0,orthodox,orthodox,150.0,-1.0,71,14,13,-14,2,-7,31,15.0,win,NWS,,,,,,
23.0,1.0,170.0,-3.0,170.0,-10.0,orthodox,orthodox,150.0,-5.0,69,-12,12,0,2,-12,30,10.0,win,DQ,,,,,,
39.0,10.0,174.0,-9.0,180.0,-5.0,orthodox,orthodox,154.0,-3.0,46,24,6,5,0,-1,39,33.0,draw,SD,113.0,-2.0,116.0,4.0,114.0,0.0
35.0,10.0,174.0,-1.0,180.0,-3.0,orthodox,orthodox,147.0,0.0,43,16,4,2,0,0,37,24.0,win,UD,119.0,11.0,118.0,9.0,118.0,9.0
34.0,6.0,174.0,-4.0,180.0,2.0,orthodox,orthodox,153.0,-1.0,42,16,4,1,0,0,36,14.0,win,TKO,50.0,5.0,50.0,5.0,50.0,5.0
34.0,6.0,174.0,-6.0,180.0,12.0,orthodox,orthodox,148.0,0.0,40,7,4,4,0,-2,35,7.0,win,UD,96.0,2.0,97.0,4.0,98.0,6.0
33.0,7.0,174.0,-1.0,180.0,2.0,orthodox,orthodox,148.0,0.0,39,21,4,3,0,0,35,26.0,win,UD,99.0,8.0,97.0,4.0,98.0,7.0
32.0,-1.0,179.0,5.0,183.0,3.0,southpaw,southpaw,154.0,0.0,47,8,3,0,0,0,25,-10.0,win,MD,114.0,0.0,115.0,2.0,115.0,2.0
32.0,0.0,179.0,5.0,183.0,3.0,southpaw,southpaw,154.0,0.0,46,7,3,1,0,0,25,-10.0,win,UD,117.0,6.0,117.0,6.0,116.0,4.0
31.0,1.0,183.0,9.0,185.0,5.0,orthodox,orthodox,147.0,0.0,34,-4,0,-1,0,0,26,-9.0,win,UD,117.0,6.0,116.0,4.0,115.0,2.0
31.0,1.0,183.0,9.0,185.0,5.0,orthodox,orthodox,146.0,-1.0,33,-5,0,0,0,0,26,-9.0,win,UD,115.0,5.0,117.0,9.0,118.0,10.0
29.0,-1.0,174.0,4.0,180.0,0.0,orthodox,orthodox,147.0,0.0,37,7,0,-3,0,-2,34,11.0,win,KO,20.0,2.0,20.0,2.0,20.0,2.0
29.0,1.0,174.0,-4.0,180.0,2.0,orthodox,orthodox,147.0,0.0,36,8,0,0,0,-1,33,15.0,win,RTD,50.0,7.0,50.0,7.0,50.0,8.0
28.0,-4.0,174.0,-3.0,180.0,10.0,orthodox,orthodox,148.0,0.0,33,9,0,-6,0,-4,31,24.0,win,TKO,,,,,,
28.0,-2.0,174.0,-6.0,180.0,-3.0,orthodox,orthodox,146.0,-1.0,32,2,0,-3,0,-1,30,11.0,win,KO,85.0,-1.0,86.0,1.0,88.0,5.0
27.0,-5.0,174.0,9.0,180.0,10.0,orthodox,orthodox,135.0,0.0,29,-8,0,-3,0,-2,27,12.0,win,RTD,,,,,,
26.0,-7.0,174.0,4.0,180.0,10.0,orthodox,orthodox,135.0,0.0,26,-19,0,-4,0,0,24,-6.0,win,TKO,70.0,8.0,70.0,8.0,70.0,8.0
26.0,2.0,174.0,4.0,180.0,0.0,orthodox,orthodox,135.0,0.0,25,5,0,-1,0,0,23,10.0,win,TKO,70.0,9.0,70.0,8.0,70.0,8.0
22.0,-6.0,174.0,9.0,180.0,5.0,orthodox,orthodox,136.0,-2.0,12,-22,0,-16,0,-2,11,-12.0,win,TKO,,,,,,
22.0,1.0,174.0,6.0,180.0,12.0,orthodox,orthodox,134.0,-1.0,9,-10,0,-6,0,-1,9,-1.0,win,PTS,,,,,,
35.0,8.0,165.0,8.0,173.0,13.0,orthodox,orthodox,129.0,-3.0,214,178,8,-27,1,-9,61,50.0,win,UD,,,,,,
29.0,12.0,165.0,-10.0,173.0,-2.0,orthodox,orthodox,130.0,0.0,165,139,5,-7,1,-4,52,39.0,win,UD,,,48.0,6.0,50.0,9.0
26.0,4.0,165.0,-9.0,173.0,-5.0,orthodox,orthodox,126.0,2.0,136,44,2,-4,1,-1,45,-17.0,win,UD,,,9.0,4.0,9.0,3.0
20.0,-14.0,165.0,0.0,173.0,8.0,orthodox,orthodox,128.0,1.0,65,-25,1,-23,0,-8,23,6.0,win,UD,,,,,,
23.0,-3.0,168.0,-2.0,170.0,-8.0,orthodox,orthodox,146.0,7.0,48,-66,7,-14,3,-12,18,-43.0,win,UD,,,,,,
23.0,-3.0,168.0,-2.0,170.0,-8.0,orthodox,orthodox,142.0,4.0,47,-66,7,-13,3,-12,18,-42.0,win,UD,,,,,,
22.0,-3.0,168.0,-2.0,170.0,-8.0,orthodox,orthodox,141.0,3.0,47,-61,6,-13,3,-12,18,-40.0,loss,UD,,,,,,
21.0,-6.0,168.0,-5.0,170.0,-8.0,orthodox,orthodox,144.0,-2.0,41,-47,6,-11,3,-1,15,-27.0,win,KO,,,,,,
20.0,-4.0,168.0,-2.0,170.0,0.0,orthodox,orthodox,135.0,0.0,36,-71,4,-2,3,-8,12,-10.0,loss,UD,,,,,,
39.0,8.0,173.0,-7.0,180.0,-11.0,orthodox,orthodox,166.0,2.0,58,-20,18,16,3,2,27,-5.0,win,UD,,,6.0,3.0,6.0,2.0
37.0,6.0,173.0,-5.0,180.0,-8.0,orthodox,orthodox,167.0,-6.0,55,16,17,15,3,2,26,-1.0,win,SD,,,8.0,1.0,7.0,-1.0
37.0,7.0,173.0,-5.0,180.0,-8.0,orthodox,orthodox,167.0,-8.0,53,14,17,16,3,2,25,-2.0,win,UD,,,8.0,2.0,10.0,6.0
35.0,7.0,173.0,0.0,180.0,-3.0,orthodox,orthodox,163.0,4.0,50,27,16,9,3,3,24,8.0,win,UD,9.0,8.0,8.0,7.0,6.0,4.0
31.0,-2.0,173.0,0.0,175.0,-5.0,orthodox,orthodox,160.0,0.0,55,9,5,-9,2,0,24,3.0,draw,PTS,,,70.0,2.0,67.0,-4.0
31.0,-2.0,173.0,0.0,175.0,-5.0,orthodox,orthodox,159.0,-1.0,55,10,4,-10,2,0,24,3.0,loss,UD,,,5.0,-4.0,5.0,-2.0
34.0,10.0,183.0,-5.0,185.0,-18.0,orthodox,orthodox,191.0,-1.0,89,66,14,11,1,0,49,38.0,loss,UD,,,85.0,-13.0,88.0,-9.0
26.0,-6.0,188.0,5.0,198.0,13.0,orthodox,orthodox,190.0,-11.0,21,-62,2,-8,0,-1,16,-30.0,loss,KO,,,,,,
31.0,-1.0,183.0,1.0,185.0,-8.0,orthodox,orthodox,185.0,2.0,76,-6,8,-15,1,0,42,12.0,win,UD,,,58.0,16.0,58.0,16.0
31.0,3.0,183.0,-1.0,185.0,10.0,orthodox,orthodox,189.0,2.0,74,22,8,-3,1,0,41,8.0,win,KO,,,,,,
30.0,1.0,183.0,-2.0,185.0,3.0,orthodox,orthodox,189.0,11.0,72,-5,6,-11,1,-3,40,19.0,win,UD,,,,,70.0,8.0
30.0,-7.0,183.0,0.0,185.0,-3.0,orthodox,orthodox,182.0,-12.0,71,22,5,-11,1,-1,39,8.0,loss,KO,,,1.0,-3.0,3.0,0.0
29.0,-8.0,183.0,0.0,185.0,-3.0,orthodox,orthodox,186.0,-8.0,69,20,5,-10,1,-1,39,8.0,win,UD,,,84.0,18.0,83.0,16.0
29.0,-5.0,183.0,3.0,185.0,0.0,orthodox,orthodox,185.0,-8.0,68,4,5,-22,1,-2,38,9.0,win,TKO,,,,,,
27.0,-1.0,183.0,1.0,185.0,-8.0,orthodox,orthodox,176.0,-2.0,57,-9,5,-7,1,0,31,6.0,win,UD,,,5.0,2.0,6.0,4.0
26.0,-7.0,183.0,5.0,185.0,-4.0,orthodox,orthodox,173.0,5.0,48,-12,5,-10,1,-2,24,-6.0,win,KO,,,,,,
25.0,-1.0,183.0,1.0,185.0,-8.0,orthodox,orthodox,175.0,-11.0,41,-11,4,-3,1,0,21,1.0,win,UD,,,7.0,4.0,7.0,4.0
